game_key,event,year,name,id,category,start_time,duration,runners,host,max_viewers,median_donation,total_donations,donations_per_min,num_chats,is_Bonus,is_TASBot,has_Incentive,has_Goal,developer,publisher,initial_release_year,initial_consoles,initial_consoles_clean,initial_generation,metascore,user_score,was_on_PC,chats_per_hour,is_Sony,is_Nintendo,is_Microsoft,is_Sega,is_Atari,is_PC,is_Mobile,is_Arcade,is_Other
AGDQ_2018_Sonic Adventure 2: Battle,AGDQ,2018,Sonic Adventure 2: Battle,14726,Hero Story Race — PC,2018-01-08 19:45:00,0.6008333333333333,"Seraphim1313, a_moustache",,144181.0,15.0,2905.56,80.5980582524272,4362.0,0.0,0.0,0.0,0.0,Sonic Team,Sega,2001.0,Dreamcast,Dreamcast,6,89.0,8.6,0.0,7259.916782246879,0,0,0,1,0,0,0,0,0
AGDQ_2018_Sonic Mania,AGDQ,2018,Sonic Mania,14727,Sonic & Tails Any% — Switch,2018-01-08 20:45:00,0.8975,Claris,,147979.0,15.0,6754.58,125.433240482823,5276.0,0.0,0.0,0.0,0.0,"Christian Whitehead, Headcannon, PagodaWest Games",Sega,2017.0,"PlayStation 4, Xbox One, Nintendo Switch, PC","PS4, Xbox One, Nintendo Switch, PC",8,86.0,8.6,1.0,5878.551532033426,1,1,1,0,0,1,0,0,0
AGDQ_2018_Mega Man Zero 3,AGDQ,2018,Mega Man Zero 3,14728,any% — GBA,2018-01-08 21:57:00,0.7163888888888889,Ajarmar,,128875.0,23.0,2366.2,55.0492438929818,2262.0,0.0,0.0,0.0,0.0,Inti Creates,Capcom,2004.0,Game Boy Advance,Game Boy Advance,6,,,0.0,3157.5029081039165,0,1,0,0,0,0,0,0,0
AGDQ_2018_Mega Man X4,AGDQ,2018,Mega Man X4,14729,X 100% — PSX,2018-01-08 22:51:00,0.8308333333333333,ultrauberness,,130647.0,22.55,3053.98,61.2633901705115,3399.0,0.0,0.0,0.0,0.0,Capcom,Capcom,1997.0,"PlayStation, Sega Saturn","PlayStation, Sega Saturn",5,,,0.0,4091.073219658977,0,0,0,1,0,0,0,0,0
AGDQ_2018_Mega Man X,AGDQ,2018,Mega Man X,14730,any% race — SNES,2018-01-09 00:05:00,0.601111111111111,"ColonelFatso, Tokyo90, Walrus_Prime",,144980.0,25.0,3594.38,99.6593345656192,4310.0,0.0,0.0,0.0,0.0,Capcom,Capcom,1993.0,SNES,SNES,4,,,0.0,7170.0554528650655,0,1,0,0,0,0,0,0,0
AGDQ_2018_Metal Gear Solid,AGDQ,2018,Metal Gear Solid,14731,Any% Extreme — PC,2018-01-09 01:03:00,0.7041666666666666,plywood,,141715.0,20.0,3884.89,91.9500591715976,5546.0,0.0,0.0,1.0,0.0,Konami,Konami,1998.0,PlayStation,PlayStation,5,94.0,9.0,0.0,7875.976331360947,0,0,0,0,0,0,0,0,0
AGDQ_2018_Metal Gear Solid 3: Snake Eater,AGDQ,2018,Metal Gear Solid 3: Snake Eater,14732,European Extreme — PS3,2018-01-09 01:59:00,1.4913888888888889,Jaguar King,,139111.0,20.0,11062.59,123.627379400261,10579.0,0.0,0.0,1.0,1.0,Konami,Konami,2004.0,PlayStation 2,PS2,6,91.0,9.1,0.0,7093.38796796424,1,0,0,0,0,0,0,0,0
AGDQ_2018_Halo 5: Guardians,AGDQ,2018,Halo 5: Guardians,14733,Legendary — Xbox One,2018-01-09 03:44:00,1.6894444444444445,Distro,,120582.0,20.0,5352.1,52.7994080894443,5365.0,0.0,0.0,0.0,0.0,343 Industries,Microsoft Studios,2015.0,Xbox One,Xbox One,8,84.0,6.4,0.0,3175.600131535679,0,0,1,0,0,0,0,0,0
AGDQ_2018_007: Agent Under Fire,AGDQ,2018,007: Agent Under Fire,22378,Any% — Gamecube,2018-01-09 05:44:10,0.7366666666666666,Mr_Shasta,KrunchyLex,99426.0,10.0,2839.35,64.2386877828054,2563.0,0.0,0.0,0.0,0.0,EA Redwood Shores,Electronic Arts,2001.0,"PlayStation 2, GameCube, Xbox","PS2, GameCube, Xbox",6,73.0,7.2,0.0,3479.185520361991,1,1,1,0,0,0,0,0,0
AGDQ_2018_Burnout Paradise,AGDQ,2018,Burnout Paradise,14735,BSI 100% — PS3,2018-01-09 06:51:10,1.1549999999999998,espumbrajolt,,92835.0,5.05,8173.8,117.948051948052,4355.0,0.0,0.0,1.0,0.0,Criterion Games,Electronic Arts,2008.0,"PlayStation 3, Xbox 360, PC","PS3, Xbox 360, PC",7,88.0,8.4,1.0,3770.562770562771,1,0,1,0,0,1,0,0,0
AGDQ_2018_Serious Sam 3: BFE,AGDQ,2018,Serious Sam 3: BFE,14736,any% — PC,2018-01-09 08:15:10,0.6966666666666667,Kotti,,93613.0,5.0,1380.09,33.0165071770335,1944.0,0.0,0.0,0.0,0.0,Croteam,Devolver Digital,2011.0,PC,PC,Various,72.0,7.5,1.0,2790.4306220095696,0,0,0,0,0,1,0,0,0
AGDQ_2018_El Matador,AGDQ,2018,El Matador,14737,Any% — PC,2018-01-09 09:08:00,0.3838888888888889,DrTChops,,91696.0,10.0,335.0,14.5441389290883,1016.0,0.0,0.0,0.0,0.0,Plastic Reality Technologies,Cenega Publishing,2006.0,PC,PC,Various,55.0,6.5,1.0,2646.599131693198,0,0,0,0,0,1,0,0,0
AGDQ_2018_Risk of Rain,AGDQ,2018,Risk of Rain,14738,any% 2x zoom — PC,2018-01-09 09:44:00,0.22833333333333333,scaz.zaf,,91270.0,10.0,466.11,34.0226277372263,478.0,0.0,0.0,1.0,1.0,Hopoo Games,Chucklefish,2013.0,PC,PC,Various,77.0,8.0,1.0,2093.4306569343066,0,0,0,0,0,1,0,0,0
AGDQ_2018_DYE,AGDQ,2018,DYE,14739,Any% No Hard Mode — PC,2018-01-09 10:10:00,0.7127777777777777,TGH,,89212.0,15.0,1491.99,34.8867498051442,1410.0,0.0,0.0,0.0,0.0,Bat Country Games,Bat Country Games,2016.0,PC,PC,Various,,,1.0,1978.1761496492597,0,0,0,0,0,1,0,0,0
AGDQ_2018_Rayman,AGDQ,2018,Rayman,14742,Any% — PSX,2018-01-09 11:56:00,1.3544444444444446,Glackum,,100467.0,10.0,1637.76,20.1529122231337,3038.0,0.0,0.0,0.0,0.0,Ubisoft Montpellier,Ubisoft,1995.0,"Atari Jaguar, PlayStation","Atari Jaguar, PlayStation",5,,,0.0,2242.9860541427397,0,0,0,0,1,0,0,0,0
AGDQ_2018_Dynamite Headdy,AGDQ,2018,Dynamite Headdy,14743,any% — Genesis,2018-01-09 13:37:00,0.6641666666666667,chronoon,,91780.0,15.0,745.0,18.6951066499373,1562.0,0.0,0.0,0.0,0.0,Treasure,Sega,1994.0,Genesis,Sega Genesis,4,,,0.0,2351.819322459222,0,0,0,1,0,0,0,0,0
AGDQ_2018_Ristar,AGDQ,2018,Ristar,14744,Any% — Genesis,2018-01-09 14:25:00,0.5261111111111112,Liz the Goddess,,95040.0,15.0,785.0,24.8680042238648,1597.0,0.0,0.0,0.0,0.0,Sonic Team,Sega,1995.0,Genesis,Sega Genesis,4,,,0.0,3035.4804646251314,0,0,0,1,0,0,0,0,0
AGDQ_2018_Gargoyles,AGDQ,2018,Gargoyles,14745,Easy Any% — Genesis,2018-01-09 15:11:00,0.25194444444444447,Cypherin,,97706.0,20.0,375.0,24.8070562293275,767.0,0.0,0.0,0.0,0.0,Disney Interactive,Buena Vista Interactive,1995.0,Genesis,Sega Genesis,4,,,0.0,3044.321940463065,0,0,0,1,0,0,0,0,0
AGDQ_2018_Castlevania: Harmony of Dissonance,AGDQ,2018,Castlevania: Harmony of Dissonance,14746,Maxim All Bosses — GBA,2018-01-09 15:41:00,0.26472222222222225,VB__,,108188.0,20.0,550.01,34.6281217208814,682.0,0.0,0.0,1.0,1.0,Konami,Konami,2002.0,Game Boy Advance,Game Boy Advance,6,87.0,8.5,0.0,2576.2854144805874,0,1,0,0,0,0,0,0,0
AGDQ_2018_Castlevania: Symphony of the Night,AGDQ,2018,Castlevania: Symphony of the Night,14747,Zero Bosses — Xbox 360,2018-01-09 16:10:00,0.4822222222222222,Dr4gonBlitz,,124334.0,20.0,1390.5,48.0587557603687,1553.0,0.0,0.0,0.0,0.0,Konami,Konami,1997.0,PlayStation,PlayStation,5,93.0,9.1,0.0,3220.5069124423962,0,0,0,0,0,0,0,0,0
AGDQ_2018_Fire Emblem: The Sacred Stones,AGDQ,2018,Fire Emblem: The Sacred Stones,22392,Eirika vs Ephraim bid war — GBA,2018-01-09 16:55:00,1.2741666666666667,Kirbymastah,Gen Doukeshi,121526.0,15.0,3799.14,49.6944408109876,3941.0,0.0,0.0,1.0,0.0,Intelligent Systems,Nintendo,2004.0,Game Boy Advance,Game Boy Advance,6,,,0.0,3093.0019620667103,0,1,0,0,0,0,0,0,0
AGDQ_2018_Metroid Prime 3: Corruption,AGDQ,2018,Metroid Prime 3: Corruption,14749,Any% Normal — Wii,2018-01-09 18:29:00,2.6758333333333333,Claris,,125270.0,25.0,42007.47,261.647274992214,11110.0,0.0,0.0,0.0,0.0,Retro Studios,Nintendo,2007.0,Wii,Wii,7,90.0,8.9,0.0,4151.977577078792,0,1,0,0,0,0,0,0,0
AGDQ_2018_Super Mario 3D World,AGDQ,2018,Super Mario 3D World,14750,Any% — Wii U,2018-01-09 21:28:00,1.865,peteyboo,,147462.0,10.0,15125.06,135.165862377122,9419.0,0.0,0.0,1.0,1.0,Nintendo EAD Tokyo,Nintendo,2013.0,Wii U,Wii U,8,93.0,8.8,0.0,5050.402144772118,0,1,0,0,0,0,0,0,0
AGDQ_2018_Half-Life: Opposing Force,AGDQ,2018,Half-Life: Opposing Force,14751,Any% Scriptless — PC,2018-01-09 23:57:00,0.43722222222222223,alexh0we,,136262.0,33.0,3380.22,128.85209656925,2363.0,0.0,0.0,0.0,0.0,Gearbox Software,Sierra Studios,1999.0,PC,PC,Various,85.0,8.9,1.0,5404.574332909784,0,0,0,0,0,1,0,0,0
AGDQ_2018_Left 4 Dead 2,AGDQ,2018,Left 4 Dead 2,14752,Main Campaigns Co-op — PC,2018-01-10 00:53:00,0.9208333333333333,"mr.deagle, The Master, burhác, MrFailzzz",,135907.0,40.0,10183.42,184.315294117647,3469.0,0.0,0.0,1.0,1.0,Valve,Valve,2009.0,"PC, Xbox 360","PC, Xbox 360",7,89.0,8.4,1.0,3767.239819004525,0,0,1,0,0,1,0,0,0
AGDQ_2018_Dying Light,AGDQ,2018,Dying Light,14753,Any% Co-op — PC,2018-01-10 02:05:00,1.5338888888888889,"TheFuncannon, Amyrlinn",,128129.0,40.0,6618.57,71.9149221296632,4956.0,0.0,0.0,1.0,0.0,Techland,Warner Bros. Interactive Entertainment,2015.0,"PC, PS4, Xbox One","PC, PS4, Xbox One",8,74.0,8.0,1.0,3231.003259688519,1,0,1,0,0,1,0,0,0
AGDQ_2018_Resident Evil 7 biohazard,AGDQ,2018,Resident Evil 7 biohazard,22545,New Game Madhouse — PC,2018-01-10 04:05:00,1.8244444444444445,Carcinogen,Aprilcake,147626.0,20.0,10872.02,99.3180876979294,13765.0,0.0,0.0,0.0,0.0,Capcom,Capcom,2017.0,"PlayStation 4, Xbox One, PC","PS4, Xbox One, PC",8,86.0,8.1,1.0,7544.762484774665,1,0,1,0,0,1,0,0,0
AGDQ_2018_Resident Evil 3: Nemesis,AGDQ,2018,Resident Evil 3: Nemesis,14755,Any% Race — PC,2018-01-10 06:04:37,0.7783333333333334,"Bawkbasoup, wusscake",,120073.0,20.0,5089.2,108.976445396146,3852.0,0.0,0.0,0.0,0.0,Capcom,Capcom,1999.0,PlayStation,PlayStation,5,79.0,8.5,0.0,4949.036402569593,0,0,0,0,0,0,0,0,0
AGDQ_2018_Silent Hill,AGDQ,2018,Silent Hill,14756,Any% — PSX,2018-01-10 07:14:37,0.7972222222222222,Punchy,,115960.0,30.0,4314.43,90.1971428571429,2907.0,0.0,0.0,0.0,0.0,Konami,Konami,1999.0,PlayStation,PlayStation,5,86.0,9.0,0.0,3646.4111498257844,0,0,0,0,0,0,0,0,0
AGDQ_2018_Blood II: The Chosen,AGDQ,2018,Blood II: The Chosen,22548,Any% Caleb vs. Ophelia bid war — PC,2018-01-10 08:13:27,0.4955555555555556,Cubeface,Gen Doukeshi,100659.0,10.0,375.01,12.6124439461883,1208.0,0.0,0.0,1.0,0.0,Monolith Productions,GT Interactive,1998.0,PC,PC,Various,78.0,7.5,1.0,2437.6681614349773,0,0,0,0,0,1,0,0,0
AGDQ_2018_Turok 2: Seeds of Evil Remastered,AGDQ,2018,Turok 2: Seeds of Evil Remastered,14758,any% — PC,2018-01-10 09:00:27,1.235277777777778,Bismuth,,94228.0,17.5,2068.88,27.9138295480099,2666.0,0.0,0.0,0.0,0.0,Nightdive Studios,Nightdive Studios,2017.0,PC,PC,Various,79.0,7.8,1.0,2158.2190240611644,0,0,0,0,0,1,0,0,0
AGDQ_2018_Disney's Toy Story,AGDQ,2018,Disney's Toy Story,14759,any% SNES — SNES,2018-01-10 10:27:00,0.3713888888888889,JermRo,,96731.0,10.0,445.0,19.9700822737472,1606.0,0.0,0.0,0.0,0.0,Traveller's Tales,Disney Interactive,1995.0,"SNES, Genesis","SNES, Sega Genesis",4,,,0.0,4324.308152580404,0,1,0,1,0,0,0,0,0
AGDQ_2018_Holy Diver,AGDQ,2018,Holy Diver,14760,Any% — Famicom,2018-01-10 11:02:00,0.3516666666666666,WhiteHat94,,93348.0,20.0,886.0,41.9905213270142,970.0,0.0,0.0,0.0,0.0,Irem,Irem,1989.0,NES,NES,3,,,0.0,2758.2938388625594,0,1,0,0,0,0,0,0,0
AGDQ_2018_Kid Icarus,AGDQ,2018,Kid Icarus,14761,any% — NES,2018-01-10 11:30:00,0.42638888888888893,Darkwing Duck,,93683.0,20.0,251.0,9.81107491856678,904.0,0.0,0.0,0.0,0.0,Nintendo R&D1,Nintendo,1986.0,NES,NES,3,,,0.0,2120.1302931596088,0,1,0,0,0,0,0,0,0
AGDQ_2018_Wizards & Warriors,AGDQ,2018,Wizards & Warriors,14762,Any% — NES,2018-01-10 12:04:00,0.29277777777777775,DarkTerrex,,93211.0,20.0,302.0,17.1916508538899,540.0,0.0,0.0,1.0,1.0,Rare,Acclaim Entertainment,1987.0,NES,NES,3,,,0.0,1844.4022770398483,0,1,0,0,0,0,0,0,0
AGDQ_2018_Little Nemo: The Dream Master,AGDQ,2018,Little Nemo: The Dream Master,14763,Any% — NES,2018-01-10 12:29:00,0.3877777777777778,Joka,,92465.0,20.0,565.0,24.2836676217765,848.0,0.0,0.0,0.0,0.0,Capcom,Capcom,1990.0,NES,NES,3,,,0.0,2186.819484240688,0,1,0,0,0,0,0,0,0
AGDQ_2018_Journey to Silius,AGDQ,2018,Journey to Silius,14764,any% — NES,2018-01-10 12:59:00,0.18444444444444444,Toad22484,,90281.0,20.0,1045.0,94.4277108433735,477.0,0.0,0.0,0.0,0.0,Sunsoft,Sunsoft,1990.0,NES,NES,3,,,0.0,2586.144578313253,0,1,0,0,0,0,0,0,0
AGDQ_2018_Panic Restaurant,AGDQ,2018,Panic Restaurant,14765,Any% (US Version) — NES,2018-01-10 13:17:04,0.2738888888888889,JSR2gamers,,93517.0,20.0,585.0,35.5983772819473,762.0,0.0,0.0,0.0,0.0,EIM,Taito,1992.0,NES,NES,3,,,0.0,2782.150101419878,0,1,0,0,0,0,0,0,0
AGDQ_2018_Mitsume Ga Tooru,AGDQ,2018,Mitsume Ga Tooru,14766,any% Easy — Famicom,2018-01-10 13:42:04,0.29666666666666663,EndySWE,,93705.0,17.5,370.0,20.7865168539326,809.0,0.0,0.0,0.0,0.0,Tom Create,Natsume,1992.0,NES,NES,3,,,0.0,2726.9662921348317,0,1,0,0,0,0,0,0,0
AGDQ_2018_Batman: The Video Game,AGDQ,2018,Batman: The Video Game,14767,Any% Race — NES,2018-01-10 14:20:04,0.17166666666666666,"dxtr, EndySWE",,100146.0,20.0,928.37,90.1330097087379,497.0,0.0,0.0,0.0,0.0,Sunsoft,Sunsoft,1989.0,NES,NES,3,,,0.0,2895.1456310679614,0,1,0,0,0,0,0,0,0
AGDQ_2018_Chip 'N Dale: Rescue Rangers,AGDQ,2018,Chip 'N Dale: Rescue Rangers,14768,any% race — NES,2018-01-10 14:41:04,0.17527777777777778,"EndySWE, angrylanks",,99782.0,20.0,2680.54,254.884944532488,334.0,0.0,0.0,0.0,0.0,Capcom,Capcom,1990.0,NES,NES,3,,,0.0,1905.5467511885895,0,1,0,0,0,0,0,0,0
AGDQ_2018_Snake Rattle 'n Roll,AGDQ,2018,Snake Rattle 'n Roll,22413,Any% — NES,2018-01-10 15:13:04,0.135,dxtr,e_mister,96535.0,5.0,666.68,82.3061728395062,477.0,0.0,0.0,0.0,0.0,Rare,Nintendo,1990.0,NES,NES,3,,,0.0,3533.333333333333,0,1,0,0,0,0,0,0,0
AGDQ_2018_Guerrilla War,AGDQ,2018,Guerrilla War,14770,Any% 2-Player — NES,2018-01-10 15:30:04,0.2413888888888889,"whitman_price_, RottDawg",,98852.0,20.0,987.42,68.1762945914845,504.0,0.0,0.0,0.0,0.0,SNK,SNK,1987.0,Arcade,Arcade,Various,,,0.0,2087.917146144994,0,0,0,0,0,0,0,1,0
AGDQ_2018_Teenage Mutant Ninja Turtles,AGDQ,2018,Teenage Mutant Ninja Turtles,14771,any% — NES,2018-01-10 15:54:04,0.3636111111111111,whitman_price_,,110176.0,20.0,1470.0,67.379679144385,1096.0,0.0,0.0,0.0,0.0,Konami,Konami,1989.0,NES,NES,3,,,0.0,3014.209320091673,0,1,0,0,0,0,0,0,0
AGDQ_2018_Teenage Mutant Ninja Turtles: The Hyperstone Heist,AGDQ,2018,Teenage Mutant Ninja Turtles: The Hyperstone Heist,14772,any% Hard — Genesis,2018-01-10 16:26:04,0.40611111111111114,Turbo Gilman,,114005.0,20.0,1439.64,59.0823529411765,1255.0,0.0,0.0,0.0,0.0,Konami,Konami,1992.0,Genesis,Sega Genesis,4,,,0.0,3090.2872777017783,0,0,0,1,0,0,0,0,0
AGDQ_2018_Battletoads Arcade,AGDQ,2018,Battletoads Arcade,14773,Max Difficulty bid war — Arcade,2018-01-10 16:58:04,0.6763888888888888,PJ,,129075.0,20.0,4052.05,99.8451745379877,2169.0,0.0,0.0,1.0,0.0,Rare,Electronic Arts,1994.0,Arcade,Arcade,Various,,,0.0,3206.735112936345,0,0,0,0,0,0,0,1,0
AGDQ_2018_Battletoads,AGDQ,2018,Battletoads,14774,Any% Warpless — NES,2018-01-10 17:51:00,0.48444444444444446,TheMexicanRunner,,134990.0,20.0,2935.77,101.00126146789,2580.0,0.0,0.0,1.0,1.0,Rare,Tradewest,1991.0,NES,NES,3,,,0.0,5325.688073394495,0,1,0,0,0,0,0,0,0
AGDQ_2018_Dragon Warrior,AGDQ,2018,Dragon Warrior,14775,any% — NES,2018-01-10 18:41:00,0.4552777777777778,NESCardinality,,130546.0,20.0,4882.55,178.738865161684,2785.0,0.0,0.0,0.0,0.0,Chunsoft,Enix,1986.0,NES,NES,3,,,0.0,6117.144600366077,0,1,0,0,0,0,0,0,0
AGDQ_2018_Metroid,AGDQ,2018,Metroid,14776,all bosses warpless — NES,2018-01-10 19:18:00,0.38027777777777777,metroidmcfly,,140140.0,20.0,7108.99,311.570051132213,1769.0,0.0,0.0,1.0,0.0,Nintendo R&D1,Nintendo,1986.0,NES,NES,3,,,0.0,4651.862673484296,0,1,0,0,0,0,0,0,0
AGDQ_2018_Strider,AGDQ,2018,Strider,14777,Live Tutorial Showcase — NES,2018-01-10 20:08:00,0.6052777777777778,"jimmypoopins, darkman78",,133708.0,20.0,1371.0,37.7512620468105,3474.0,0.0,0.0,0.0,0.0,Double Helix Games,Capcom,2014.0,"PlayStation 3, PlayStation 4, Xbox 360, Xbox One, PC","PS3, PS4, Xbox 360, Xbox One, PC",7,77.0,7.5,1.0,5739.513538320331,1,0,1,0,0,1,0,0,0
AGDQ_2018_Wario Land 4,AGDQ,2018,Wario Land 4,14778,Normal / Any% (Zipless) — GBA,2018-01-10 21:04:00,0.8252777777777778,00greenbean00,,135478.0,30.0,4611.16,93.123392797038,2717.0,0.0,0.0,0.0,0.0,Nintendo R&D1,Nintendo,2001.0,Game Boy Advance,Game Boy Advance,6,,,0.0,3292.2248401211714,0,1,0,0,0,0,0,0,0
AGDQ_2018_Mario & Luigi: Superstar Saga,AGDQ,2018,Mario & Luigi: Superstar Saga,14779,Any% — GBA,2018-01-10 22:11:00,1.537222222222222,murmilio,,145023.0,20.0,12426.78,134.731984098301,5824.0,0.0,0.0,0.0,0.0,AlphaDream,Nintendo,2003.0,Game Boy Advance,Game Boy Advance,6,90.0,9.0,0.0,3788.6519696422124,0,1,0,0,0,0,0,0,0
AGDQ_2018_Super Mario World 2: Yoshi's Island,AGDQ,2018,Super Mario World 2: Yoshi's Island,14780,Any% Warpless Race — SNES,2018-01-11 00:13:00,1.7766666666666666,"Calco2, Kolthor_TheBarbarian, yamayuu, Poahr",,136487.0,10.0,36320.02,340.713133208255,7120.0,0.0,0.0,1.0,1.0,Nintendo EAD,Nintendo,1995.0,SNES,SNES,4,,,0.0,4007.50469043152,0,1,0,0,0,0,0,0,0
AGDQ_2018_Super Mario Sunshine,AGDQ,2018,Super Mario Sunshine,14781,120 Shines — Gamecube,2018-01-11 02:26:24,3.1080555555555556,AverageTrey,,142618.0,10.0,28473.56,152.68688890875,18792.0,0.0,0.0,0.0,0.0,Nintendo EAD,Nintendo,2002.0,GameCube,GameCube,6,92.0,8.5,0.0,6046.223969970507,0,1,0,0,0,0,0,0,0
AGDQ_2018_Superman 64,AGDQ,2018,Superman 64,84779,Any% — N64,2018-01-11 06:08:53,0.6136111111111111,headstrong1290,YoBGS,124663.0,15.0,4784.78,129.962335898597,4703.0,1.0,0.0,1.0,1.0,Titus Interactive,Titus Interactive,1999.0,Nintendo 64,N64,5,23.0,1.3,0.0,7664.463558171118,0,1,0,0,0,0,0,0,0
AGDQ_2018_Arabian Nights,AGDQ,2018,Arabian Nights,14783,any% — PC,2018-01-11 07:00:02,0.7880555555555555,Kotti,,110687.0,15.0,2032.0,42.9749735636235,6188.0,0.0,0.0,0.0,0.0,Silmarils,Silmarils,1993.0,"Amiga, MS-DOS",PC,Various,,,1.0,7852.238279873106,0,0,0,0,0,1,0,0,0
AGDQ_2018_Enviro-Bear 2000,AGDQ,2018,Enviro-Bear 2000,14784,5-Year Relay — PC,2018-01-11 08:04:19,0.14722222222222223,"Zic3, SNeaky, Scrublord, IRLAnimeBoi",,108902.0,25.0,147.0,16.641509433962298,1415.0,0.0,0.0,1.0,0.0,Justin Smith,Captain Games,2009.0,iOS,Mobile,Various,,,0.0,9611.32075471698,0,0,0,0,0,0,1,0,0
AGDQ_2018_Dog's Life,AGDQ,2018,Dog's Life,14785,Any% — PS2,2018-01-11 08:24:00,0.3288888888888889,ThaRixer,,107146.0,10.0,965.43,48.9238175675676,2922.0,0.0,0.0,0.0,0.0,Frontier Developments,Sony Computer Entertainment,2003.0,PlayStation 2,PS2,6,67.0,7.8,0.0,8884.45945945946,1,0,0,0,0,0,0,0,0
AGDQ_2018_Animorphs: Shattered Reality,AGDQ,2018,Animorphs: Shattered Reality,14786,any% — PSX,2018-01-11 09:04:00,0.6702777777777778,Keizaron,,99845.0,10.0,2483.11,61.7433070866142,2612.0,0.0,0.0,0.0,0.0,SingleTrac,Infogrames,2000.0,PlayStation,PlayStation,5,,,0.0,3896.891835888935,0,0,0,0,0,0,0,0,0
AGDQ_2018_Spider-Man 3: Invasion of the Spider-Slayers,AGDQ,2018,Spider-Man 3: Invasion of the Spider-Slayers,22578,any% — Game Boy,2018-01-11 09:59:00,0.26555555555555554,KowalLazy,LLK,96883.0,15.0,940.21,59.0089958158996,523.0,0.0,0.0,0.0,0.0,B.I.T.S.,Acclaim Entertainment,1993.0,Game Boy,Game Boy,3,,,0.0,1969.4560669456068,0,1,0,0,0,0,0,0,0
AGDQ_2018_Bubsy II,AGDQ,2018,Bubsy II,14788,any% East Wing — Genesis,2018-01-11 10:23:00,0.29333333333333333,garbanzcurity,,93176.0,15.345,450.69,25.6073863636364,656.0,0.0,0.0,0.0,0.0,Accolade,Accolade,1994.0,"SNES, Genesis","SNES, Sega Genesis",4,,,0.0,2236.3636363636365,0,1,0,1,0,0,0,0,0
AGDQ_2018_Sub-Terrania,AGDQ,2018,Sub-Terrania,14789,hard any% — Genesis,2018-01-11 10:48:00,0.2138888888888889,Mike Uyama,,91808.0,32.5,795.0,61.9480519480519,549.0,0.0,0.0,0.0,0.0,Zyrinx,Sega,1994.0,Genesis,Sega Genesis,4,,,0.0,2566.7532467532465,0,0,0,1,0,0,0,0,0
AGDQ_2018_Earnest Evans,AGDQ,2018,Earnest Evans,14790,any% — Genesis,2018-01-11 11:07:00,0.16333333333333333,Mike Uyama,,92465.0,25.0,280.0,28.5714285714286,492.0,0.0,0.0,0.0,0.0,Wolf Team,Renovation Products,1991.0,Genesis,Sega Genesis,4,,,0.0,3012.2448979591836,0,0,0,1,0,0,0,0,0
AGDQ_2018_Rex Ronan: Experimental Surgeon,AGDQ,2018,Rex Ronan: Experimental Surgeon,14791,any% — SNES,2018-01-11 11:26:00,0.24333333333333335,Linkums,,90671.0,10.0,622.77,42.6554794520548,608.0,0.0,0.0,0.0,0.0,Sculptured Software,Raya Systems,1994.0,SNES,SNES,4,,,0.0,2498.6301369863013,0,1,0,0,0,0,0,0,0
AGDQ_2018_The Simpsons: Bart vs. the Space Mutants,AGDQ,2018,The Simpsons: Bart vs. the Space Mutants,14792,Any% — NES,2018-01-11 11:54:00,0.32666666666666666,TheMexicanRunner,,94069.0,10.0,647.0,33.0102040816327,895.0,0.0,0.0,0.0,0.0,Imagineering,Acclaim Entertainment,1991.0,NES,NES,3,,,0.0,2739.795918367347,0,1,0,0,0,0,0,0,0
AGDQ_2018_The Blues Brothers,AGDQ,2018,The Blues Brothers,22584,Any% — NES,2018-01-11 12:23:00,0.10055555555555556,WhiteHat94,e_mister,90180.0,10.0,1532.87,254.066850828729,330.0,0.0,0.0,0.0,0.0,Titus Interactive,Titus Interactive,1991.0,Various,Various,Various,,,0.0,3281.7679558011046,0,0,0,0,0,0,0,0,1
AGDQ_2018_Home Alone 2: Lost in New York,AGDQ,2018,Home Alone 2: Lost in New York,14794,Any% — NES,2018-01-11 12:31:00,0.14222222222222222,WhiteHat94,,92130.0,10.0,735.0,86.1328125,391.0,0.0,0.0,0.0,0.0,Imagineering,THQ,1992.0,"NES, SNES","NES, SNES",3,,,0.0,2749.21875,0,1,0,0,0,0,0,0,0
AGDQ_2018_Titenic,AGDQ,2018,Titenic,14795,Beat the Game — NES,2018-01-11 12:50:00,0.17083333333333334,authorblues,,93933.0,15.0,627.0,61.1707317073171,1183.0,0.0,0.0,0.0,0.0,Hummer Team,,1997.0,NES (unlicensed),NES,3,,,0.0,6924.878048780488,0,1,0,0,0,0,0,0,0
AGDQ_2018_Athena,AGDQ,2018,Athena,14796,Any% race — NES,2018-01-11 13:16:00,0.38472222222222224,"Dragondarch, Brossentia",,94500.0,15.0,1268.0,54.9314079422383,993.0,0.0,0.0,1.0,1.0,SNK,SNK,1986.0,Arcade,Arcade,Various,,,0.0,2581.083032490975,0,0,0,0,0,0,0,1,0
AGDQ_2018_Deadly Towers,AGDQ,2018,Deadly Towers,14797,Any% — NES,2018-01-11 13:50:00,0.5738888888888889,Dragondarch,,94690.0,15.0,987.32,28.6733785091965,1245.0,0.0,0.0,0.0,0.0,Lenar,Broderbund,1986.0,NES,NES,3,,,0.0,2169.409486931268,0,1,0,0,0,0,0,0,0
